kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,limbdark_coeff1,limbdark_coeff2,limbdark_coeff3,limbdark_coeff4,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,dutycycle_post,dataspan_post,timeout01p5,timeout02p0,timeout02p5,timeout03p0,timeout03p5,timeout04p5,timeout05p0,timeout06p0,timeout07p5,timeout09p0,timeout10p5,timeout12p0,timeout12p5,timeout15p0,timeoutsumry,cdppslplong,cdppslpshrt,KIC,Gaia,Teff,e_Teff,D,E_D,e_D,R*,E_R*,e_R*,AV,Evol,Bin,dist_DR25,dist_DR25_err1,dist_DR25_err2,radius_DR25,radius_DR25_err1,radius_DR25_err2
4386137,2MASS J19454773+3928387,3510,95.0,-95.0,4.939,0.08199999999999999,-0.067,-0.3,0.2,-0.2,0.32,0.075,-0.075,0.647,0.02,-0.02,14.03,6.97,-3.936,DSEP,15.612,0.4952,0.8215,-0.6919,0.1929,333.577,7.559,-7.25,0,0,0,,q1_q17_dr25_stellar,2017-03-23,296.44891,39.477428,11111011101110111,PHO2,PHO2,PHO2,13.264,0.032,12.526,0.032,12.376,0.024,0.6979,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,478.227,422.136,396.49300000000005,367.112,348.8880000000001,317.552,304.74,286.5490000000001,262.986,246.859,235.89,228.467,226.409,216.063,0.059,0.022,-0.022,0.6979,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28023000000000003,-0.63022,4386137,2073289226138509568,3511,123,333.577,7.559,7.25,0.647,0.02,0.02,0.083,0,0,133.13,30.82,-30.82,0.318,0.067,-0.067
4262814,2MASS J19264892+3918579,3725,59.0,-59.0,4.744,0.037000000000000005,-0.017,0.0,0.1,-0.1,0.509,0.027999999999999997,-0.027999999999999997,0.542,0.016,-0.016,5.68,0.9127,-0.4377,DSEP,15.781,0.5169,0.5489999999999999,-0.3006,0.054000000000000006,278.701,3.628,-3.546,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.70386,39.316109,00011111111111111,PHO2,PHO2,PHO2,13.413,0.028,12.789,0.026,12.611,0.027000000000000003,0.8724,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1002.422,912.586,874.577,826.828,794.497,737.273,714.429,683.289,643.356,617.494,596.952,581.894,578.649,576.602,0.14,0.011,-0.015,0.8724,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.16956,-0.50454,4262814,2052794668696787072,3721,130,278.701,3.628,3.546,0.542,0.016,0.016,0.053,0,0,245.01,16.32,-19.95,0.501,0.022,-0.032
4270441,2MASS J19341835+3923115,3704,66.0,-81.0,4.8610000000000015,0.06,-0.055,-0.4,0.2,-0.2,0.424,0.040999999999999995,-0.062,0.542,0.016,-0.016,9.319,3.189,-2.0,DSEP,15.995,0.6526,0.6651,-0.7689,0.2738,329.344,4.151,-4.06,0,0,0,,q1_q17_dr25_stellar,2017-03-23,293.57648,39.386539,00011011101110111,PHO2,PHO2,PHO2,13.753,0.025,13.122,0.024,12.922,0.028,0.6652,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,419.103,367.234,341.285,314.38,296.539,266.707,253.985,236.811,217.674,202.48,191.814,184.006,181.632,171.322,0.125,0.022,-0.025,0.6652,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.34298,-0.6886,4270441,2052453549514073856,3705,130,329.344,4.151,4.06,0.542,0.016,0.016,0.084,0,0,223.9,30.56,-33.96,0.4,0.047,-0.052000000000000005
4253385,2MASS J19162149+3918250,3581,71.0,-78.0,4.846,0.054000000000000006,-0.04,-0.1,0.1,-0.1,0.424,0.042,-0.055999999999999994,0.531,0.015,-0.015,8.915,2.583,-1.6769999999999998,DSEP,15.231,0.4666,0.7215,-0.479,0.1068,203.571,1.159,-1.149,0,0,0,,q1_q17_dr25_stellar,2017-03-23,289.0895700000001,39.306938,11111111111111111,PHO2,PHO2,PHO2,12.819,0.021,12.175,0.022,11.983,0.018000000000000002,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,274.199,241.876,225.776,209.324,198.218,178.90900000000005,172.07,161.895,151.503,144.07399999999996,139.025,136.264,135.753,133.2,0.067,0.013,-0.015,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.18716,-0.65761,4253385,2099517113942993536,3582,125,203.571,1.159,1.149,0.531,0.015,0.015,0.054,0,0,143.53,19.17,-21.3,0.406,0.04,-0.048
4281425,2MASS J19434871+3920298,3805,61.0,-68.0,4.7330000000000005,0.035,-0.017,-0.1,0.1,-0.1,0.519,0.027000000000000003,-0.027000000000000003,0.578,0.016,-0.016,5.426,0.8719,-0.4181,DSEP,15.414,0.5498,0.5683,-0.4135,0.1158,274.864,2.276,-2.245,0,0,0,,q1_q17_dr25_stellar,2017-03-23,295.95297,39.34161,11111011101110111,PHO2,PHO2,PHO2,13.156,0.024,12.524,0.018000000000000002,12.363,0.02,0.6979,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,367.225,327.071,307.057,286.17,272.877,250.09,241.073,227.138,213.609,203.798,196.781,191.725,190.398,185.075,0.128,0.011,-0.014,0.6979,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.20827,-0.60159,4281425,2073203120645063040,3804,133,274.864,2.276,2.245,0.578,0.016,0.016,0.1,0,0,228.49,15.58,-19.04,0.513,0.023,-0.031
4370853,2MASS J19323506+3924468,3860,104.0,-116.0,4.745,0.071,-0.038,-0.3,0.3,-0.3,0.499,0.059000000000000004,-0.054000000000000006,0.557,0.016,-0.016,5.763,2.065,-1.0659999999999998,DSEP,15.635,0.6803,0.4574,-0.4787,0.1697,309.042,3.208,-3.151,0,0,0,,q1_q17_dr25_stellar,2017-03-23,293.14609,39.413021,11111011101110111,PHO2,PHO2,PHO2,13.528,0.024,12.882,0.022,12.705,0.028,0.6978,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,345.124,305.387,285.416,263.333,249.31,225.279,215.127,201.597,186.608,174.71099999999996,166.43200000000004,160.132,158.42700000000005,150.11,0.154,0.025,-0.03,0.6978,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.31144,-0.6678,4370853,2053124904439198848,3863,135,309.042,3.208,3.151,0.557,0.016,0.016,0.074,0,0,264.79,37.56,-41.74,0.496,0.051,-0.068
4375359,2MASS J19365116+3928512,3400,51.0,-51.0,5.024,0.04,-0.05,-0.2,0.1,-0.1,0.258,0.043,-0.043,0.422,0.012,-0.012,21.05,4.895,-4.757,DSEP,15.776,0.4974,0.7694,-0.6054,0.1574,181.762,1.131,-1.12,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.2132,39.480911,00011011101110111,PHO2,PHO2,PHO2,13.220999999999998,0.036000000000000004,12.623,0.036000000000000004,12.422,0.032,0.665,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,423.403,371.281,345.23800000000006,318.5370000000001,300.497,271.562,259.728,241.385,222.83,210.292,200.27,191.234,189.212,178.864,0.037000000000000005,0.012,-0.01,0.665,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.31908000000000003,-0.67689,4375359,2052430837726538880,3402,119,181.762,1.131,1.12,0.422,0.012,0.012,0.04,0,0,102.05,16.58,-13.27,0.258,0.04,-0.032
4645733,2MASS J19161221+3946239,3772,100.0,-111.0,4.766,0.071,-0.038,-0.2,0.2,-0.2,0.49,0.047,-0.057999999999999996,0.529,0.016,-0.016,6.247000000000001,2.281,-0.9615,DSEP,15.88,0.5716,0.6532,-0.5979,0.1945,308.476,4.364,-4.255,0,0,0,,q1_q17_dr25_stellar,2017-03-23,289.0508700000001,39.773312,11111111111111111,PHO2,PHO2,PHO2,13.687,0.026,13.013,0.03,12.886,0.027000000000000003,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,405.5630000000001,362.518,342.25699999999995,319.351,304.913,280.505,271.265,257.612,243.59,232.93400000000003,225.837,221.293,220.542,219.377,0.155,0.022,-0.03,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.15748,-0.5827399999999999,4645733,2101224174464007296,3772,132,308.476,4.364,4.255,0.529,0.016,0.016,0.099,0,0,267.73,34.5,-43.13,0.48,0.043,-0.065
4458155,2MASS J19190426+3933184,3412,46.0,-40.0,5.083,0.036000000000000004,-0.04,-0.5,0.1,-0.1,0.20199999999999999,0.03,-0.027000000000000003,0.498,0.014,-0.014,29.14,6.2429999999999986,-5.132999999999999,DSEP,15.848,0.4519,1.087,-1.0922,0.3615,242.0,2.015,-1.988,0,0,0,,q1_q17_dr25_stellar,2017-03-23,289.76776,39.555119,11111111111111111,PHO2,PHO2,PHO2,13.386,0.029,12.746,0.036000000000000004,12.503,0.024,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,423.781,376.896,354.965,330.904,316.036,288.247,276.933,260.05,243.739,233.718,226.404,222.479,221.916,218.36900000000003,0.029,0.009000000000000001,-0.006999999999999999,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1606,-0.59953,4458155,2101035505142149248,3413,119,242.0,2.015,1.988,0.498,0.014,0.014,0.067,0,0,90.75,12.58,-10.3,0.214,0.026,-0.021
4489414,2MASS J19495272+3935502,3880,122.0,-150.0,4.682,0.07,-0.025,0.1,0.25,-0.3,0.574,0.052000000000000005,-0.071,0.553,0.015,-0.015,4.314,1.557,-0.4994,DSEP,14.754,0.5618,0.1793,0.1864,-0.0975,170.878,0.786,-0.781,0,0,0,,q1_q17_dr25_stellar,2017-03-23,297.4697,39.597301,11111111111111111,KIC0,KIC0,KIC0,12.349,0.021,11.695,0.025,11.503,0.018000000000000002,0.873,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,257.11400000000003,230.777,219.08900000000003,205.457,196.238,181.24,174.866,165.157,155.472,148.31799999999996,143.299,138.485,137.39700000000002,131.637,0.095,0.016,-0.024,0.873,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.23945,-0.5564100000000001,4489414,2073628700357523200,3662,128,170.878,0.786,0.781,0.553,0.015,0.015,0.098,0,0,183.31,20.14,-32.72,0.5720000000000001,0.039,-0.077
4545964,2MASS J19055623+3938107,3887,46.0,-54.0,4.743,0.015,-0.03,-0.1,0.1,-0.1,0.5529999999999999,0.018000000000000002,-0.027000000000000003,0.566,0.016,-0.016,5.434,0.4172,-0.6157,DSEP,15.411,0.5829,0.4548,-0.3023,0.08900000000000001,287.074,2.351,-2.319,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.48431,39.636318,11111111111111111,PHO2,PHO2,PHO2,13.294,0.026,12.684,0.026,12.526,0.025,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,330.949,292.35,273.10400000000004,252.116,239.25,217.879,209.389,195.784,181.632,171.257,163.602,157.868,156.281,148.192,0.145,0.011,-0.009000000000000001,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2908,-0.6481399999999999,4545964,2100468088420203904,3887,136,287.074,2.351,2.319,0.566,0.016,0.016,0.087,0,0,255.53,15.61,-13.01,0.523,0.024,-0.021
4553205,2MASS J19170069+3939583,3360,43.0,-37.0,4.961,0.04,-0.044,0.0,0.1,-0.1,0.27399999999999997,0.047,-0.034,0.565,0.017,-0.017,16.38,3.6010000000000004,-3.54,DSEP,15.885,0.4347,0.7517,-0.4511,0.0807,257.118,3.999,-3.889,0,0,0,,q1_q17_dr25_stellar,2017-03-23,289.2529,39.66621,00011111111111111,PHO2,PHO2,PHO2,13.16,0.022,12.550999999999998,0.025,12.305,0.025,0.8723,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,376.504,331.3280000000001,308.965,286.178,270.738,244.412,234.133,220.067,203.105,191.068,182.46400000000003,175.38299999999995,173.395,164.79,0.042,0.012,-0.009000000000000001,0.8723,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.30106,-0.66154,4553205,2101032069167917824,3354,117,257.118,3.999,3.889,0.565,0.017,0.017,0.084,0,0,108.92,16.14,-13.45,0.287,0.041,-0.03
4474292,2MASS J19370298+3932566,3867,105.0,-116.0,4.6960000000000015,0.045,-0.021,0.0,0.1,-0.1,0.5539999999999999,0.034,-0.038,0.575,0.017,-0.017,4.62,0.988,-0.4268,DSEP,15.595,0.5373,0.3634,-0.08800000000000001,0.013000000000000001,303.237,2.939,-2.891,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.26245,39.549068,11111011101110111,PHO2,PHO2,PHO2,13.44,0.024,12.753,0.023,12.606,0.025,0.698,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,362.976,320.531,299.8,277.382,263.742,240.988,231.901,218.72,204.449,194.18400000000003,187.152,182.529,180.913,174.679,0.17,0.018000000000000002,-0.025,0.698,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.22514,-0.6309,4474292,2052437262997454848,3864,135,303.237,2.939,2.891,0.575,0.017,0.017,0.086,0,0,286.69,28.57,-31.43,0.5529999999999999,0.031,-0.046
4651273,2MASS J19223791+3942087,3888,46.0,-50.0,4.704,0.022,-0.016,0.0,0.1,-0.1,0.565,0.023,-0.023,0.592,0.017,-0.017,4.694,0.4754,-0.3276,DSEP,15.923,0.5384,0.3467,-0.0723,0.0135,369.957,5.4,-5.261,0,0,1,004/004651/004651273/dv/kplr004651273-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,290.65799,39.702419,11111111111111111,PHO2,PHO2,PHO2,13.713,0.024,13.074000000000002,0.021,12.945,0.025,0.8738,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,440.619,390.727,368.0,342.519,326.87,300.133,289.1690000000001,273.969,257.73,245.408,236.516,230.999,230.306,225.515,0.196,0.011,-0.012,0.8722,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1955,-0.5922,4651273,2053040959296834432,3891,136,369.957,5.4,5.261,0.592,0.017,0.017,0.085,0,0,326.93,16.15,-17.76,0.5529999999999999,0.02,-0.024
4540508,2MASS J18555751+3937548,3735,45.0,-50.0,4.74,0.033,-0.015,0.0,0.1,-0.1,0.512,0.025,-0.023,0.536,0.016,-0.016,5.58,0.8077,-0.3919,DSEP,15.84,0.5192,0.5412,-0.2938,0.0528,273.859,3.069,-3.01,0,1,0,,q1_q17_dr25_stellar,2017-03-23,283.98965,39.631908,11110111011101110,PHO2,PHO2,PHO2,13.468,0.023,12.841,0.021,12.619000000000002,0.026,0.6911,1425.884,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,541.784,490.106,466.552,438.36800000000005,419.706,386.982,373.094,355.777,335.772,318.536,311.036,302.171,300.592,293.973,0.14300000000000002,0.009000000000000001,-0.011,0.6911,1425.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.19131,-0.54852,4540508,2103291806078475648,3734,131,273.859,3.069,3.01,0.536,0.016,0.016,0.157,0,0,254.19,15.1,-16.98,0.506,0.02,-0.027000000000000003
4633585,2MASS J18560943+3945197,3772,67.0,-60.0,4.766,0.035,-0.025,-0.2,0.1,-0.1,0.49,0.028999999999999998,-0.028999999999999998,0.621,0.017,-0.018,6.247000000000001,1.025,-0.6532,DSEP,15.186,0.5716,0.6532,-0.5979,0.1945,278.836,2.358,-2.325,0,0,0,,q1_q17_dr25_stellar,2017-03-23,284.03931,39.75547,11110111011101110,PHO2,PHO2,PHO2,12.935,0.022,12.315,0.023,12.144,0.021,0.6911,1425.884,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,333.208,295.178,277.036,256.89,244.551,221.992,213.724,202.404,188.292,178.363,170.69299999999996,164.717,163.22,154.405,0.101,0.01,-0.012,0.6911,1425.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28306,-0.6305,4633585,2103294520497857152,3772,132,278.836,2.358,2.325,0.621,0.017,0.018,0.128,0,0,190.82,14.77,-16.61,0.48,0.026,-0.033
4655612,2MASS J19275318+3942375,3730,74.0,-92.0,4.843,0.06,-0.054000000000000006,-0.36,0.15,-0.15,0.446,0.038,-0.062,0.559,0.016,-0.015,8.554,2.748,-1.743,DSEP,14.041,0.6415,0.6828,-0.7793,0.2771,146.656,0.405,-0.404,0,0,0,,q1_q17_dr25_stellar,2017-03-23,291.97159,39.71043,11111111111111111,SPE14,PHO54,SPE15,11.883,0.023,11.232,0.021,11.067,0.02,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,169.912,152.582,145.128,136.085,130.79,121.461,117.707,111.673,106.113,101.267,98.133,97.204,96.869,95.813,0.036000000000000004,0.01,-0.011,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.14655,-0.52892,4655612,2053369167817588608,3730,75,146.656,0.405,0.404,0.559,0.016,0.015,0.064,0,0,101.29,13.07,-15.98,0.419,0.047,-0.058
4569115,2MASS J19345795+3939064,3674,98.0,-109.0,4.8180000000000005,0.078,-0.052000000000000005,-0.2,0.2,-0.2,0.451,0.05,-0.07400000000000001,0.745,0.027,-0.027,7.789,3.326,-1.639,DSEP,15.527,0.5448,0.7058,-0.6142,0.1839,435.176,17.033,-15.837,0,0,0,,q1_q17_dr25_stellar,2017-03-23,293.74146,39.651798,11111011101110111,PHO2,PHO2,PHO2,13.303,0.035,12.632,0.032,12.469,0.032,0.698,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,358.172,321.296,304.321,283.909,272.028,249.198,240.68,228.764,216.691,208.182,202.26,198.275,196.986,192.044,0.105,0.023,-0.027000000000000003,0.698,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.17365,-0.5788300000000001,4569115,2052486191261012352,3675,129,435.176,17.033,15.837,0.745,0.027,0.027,0.115,0,0,196.82,29.58,-36.15,0.434,0.056,-0.069
4641097,2MASS J19093056+3943330,3514,56.0,-63.0,4.907,0.04,-0.044,-0.1,0.1,-0.1,0.38,0.04,-0.054000000000000006,0.502,0.014,-0.014,11.65,2.693,-2.189,DSEP,15.834,0.4474,0.7682,-0.5106,0.1098,233.777,2.448,-2.404,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.37735,39.725849,11111111111111111,PHO2,PHO2,PHO2,13.352,0.021,12.686,0.023,12.468,0.022,0.8733,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,415.98800000000006,372.384,352.559,330.55,317.607,291.77,280.403,263.248,247.718,235.612,226.158,218.574,216.429,204.077,0.077,0.015,-0.015,0.8733,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.27458,-0.5544,4641097,2100525847141084544,3514,123,233.777,2.448,2.404,0.502,0.014,0.014,0.126,0,0,157.32,21.45,-21.45,0.358,0.039,-0.039
4476546,2MASS J19391603+3930139,3348,45.0,-45.0,4.972,0.055,-0.05,0.0,0.1,-0.1,0.263,0.055,-0.040999999999999995,0.477,0.014,-0.014,17.38,5.207000000000002,-3.996,DSEP,15.889,0.4332,0.7594,-0.4615,0.0845,204.099,2.605,-2.547,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.8168,39.503891,00011011101110111,PHO2,PHO2,PHO2,13.185,0.025,12.595999999999998,0.026,12.338,0.026,0.6653,1238.002,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,398.397,349.728,325.3040000000001,299.624,283.21,256.418,245.134,229.51,212.786,199.305,191.029,185.5,183.423,176.30900000000003,0.04,0.014,-0.011,0.6653,1238.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2682,-0.67373,4476546,2076254162327017472,3345,117,204.099,2.605,2.547,0.477,0.014,0.014,0.05,0,0,106.0,19.59,-16.33,0.277,0.047,-0.038
4482203,2MASS J19440881+3933518,3746,137.0,-152.0,4.7360000000000015,0.078,-0.036000000000000004,0.0,0.2,-0.2,0.516,0.055999999999999994,-0.068,0.497,0.015,-0.015,5.482,2.307,-0.8806,DSEP,15.978,0.5217,0.5329999999999999,-0.2869,0.0516,272.608,4.105,-3.996,0,0,0,,q1_q17_dr25_stellar,2017-03-23,296.03671,39.5644,11111011101110111,PHO2,PHO2,PHO2,13.714,0.024,12.969,0.023,12.839,0.026,0.6977,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,722.807,633.616,587.7959999999998,540.372,511.626,463.747,444.268,417.424,381.172,355.779,336.6280000000001,320.048,315.983,293.2990000000001,0.171,0.028,-0.042,0.6977,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.37472,-0.67533,4482203,2076301097727147392,3747,131,272.608,4.105,3.996,0.497,0.015,0.015,0.064,0,0,287.28,38.05,-54.36,0.51,0.051,-0.077
4543236,2MASS J19010407+3937534,3539,42.0,-47.0,4.878,0.035,-0.031,-0.1,0.1,-0.1,0.39299999999999996,0.032,-0.04,0.425,0.012,-0.012,10.4,1.812,-1.5419999999999998,DSEP,15.767,0.4549,0.7473,-0.4934,0.1066,188.418,1.301,-1.287,0,0,0,,q1_q17_dr25_stellar,2017-03-23,285.26697,39.631531,11111111111111111,PHO2,PHO2,PHO2,13.325,0.027000000000000003,12.754,0.033,12.497,0.03,0.8737,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,428.79,373.8730000000001,345.085,316.196,296.22,264.186,252.356,233.537,212.921,196.562,185.537,176.46200000000005,173.743,161.49200000000005,0.08199999999999999,0.012,-0.011,0.8737,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39416,-0.73436,4543236,2100325186268120192,3539,124,188.418,1.301,1.287,0.425,0.012,0.012,0.053,0,0,164.61,16.5,-16.5,0.376,0.03,-0.033
4543237,2MASS J19010410+3939344,3848,85.0,-93.0,4.72,0.03,-0.027000000000000003,0.0,0.1,-0.1,0.5539999999999999,0.031,-0.034,0.53,0.015,-0.015,5.02,0.7491,-0.5398,DSEP,14.496,0.5331,0.4061,-0.1431,0.0279,159.624,0.518,-0.516,0,0,0,,q1_q17_dr25_stellar,2017-03-23,285.26709,39.659569,11111111111111111,PHO2,PHO2,PHO2,12.269,0.021,11.655,0.025,11.474,0.022,0.8734,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,200.422,176.59,165.109,152.67600000000004,144.45600000000005,131.509,126.231,118.108,109.717,104.064,100.351,97.071,96.268,92.665,0.081,0.01,-0.011,0.8734,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24363,-0.64865,4543237,2100325289347347712,3849,135,159.624,0.518,0.516,0.53,0.015,0.015,0.031,0,0,163.6,14.9,-14.9,0.5379999999999999,0.029,-0.036000000000000004
4648234,2MASS J19191556+3943550,3730,74.0,-74.0,4.768,0.054000000000000006,-0.036000000000000004,-0.1,0.2,-0.2,0.495,0.039,-0.047,0.571,0.016,-0.016,6.267,1.665,-0.9116,DSEP,13.991,0.5168,0.6722,-0.5149,0.1427,137.602,0.4,-0.399,0,0,0,,q1_q17_dr25_stellar,2017-03-23,289.81485,39.731949,11111111111111111,PHO2,PHO2,PHO2,11.733,0.027000000000000003,11.109000000000002,0.032,10.894,0.018000000000000002,0.8734,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,132.858,120.293,114.232,107.388,103.326,95.511,92.358,88.0,83.834,80.181,78.39399999999998,77.57600000000002,77.672,78.325,0.043,0.008,-0.01,0.8734,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10208,-0.53484,4648234,2101044782271705344,3731,131,137.602,0.4,0.399,0.571,0.016,0.016,0.033,0,0,109.52,11.48,-14.03,0.481,0.041,-0.05
