kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,limbdark_coeff1,limbdark_coeff2,limbdark_coeff3,limbdark_coeff4,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,dutycycle_post,dataspan_post,timeout01p5,timeout02p0,timeout02p5,timeout03p0,timeout03p5,timeout04p5,timeout05p0,timeout06p0,timeout07p5,timeout09p0,timeout10p5,timeout12p0,timeout12p5,timeout15p0,timeoutsumry,cdppslplong,cdppslpshrt,KIC,Gaia,Teff,e_Teff,D,E_D,e_D,R*,E_R*,e_R*,AV,Evol,Bin,dist_DR25,dist_DR25_err1,dist_DR25_err2,radius_DR25,radius_DR25_err1,radius_DR25_err2
10068797,2MASS J19164900+4700287,3692,114.0,-152.0,4.768,0.119,-0.042,-0.04,0.25,-0.3,0.49,0.06,-0.111,0.417,0.011,-0.011,6.2860000000000005,4.377,-1.271,DSEP,12.83,0.5028,0.6025,-0.3614,0.0743,42.064,0.073,-0.073,0,0,2,010/010068/010068797/dv/kplr010068797-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,289.20416,47.008389,11111111111111111,PHO54,PHO54,PHO54,10.094,0.021,9.515,0.018000000000000002,9.302,0.012,0.8726,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,408.11,363.575,343.25699999999995,319.722,304.975,281.435,272.096,261.192,250.116,241.41,238.088,237.93400000000003,238.068,246.318,0.001,0.005,-0.005,0.8628,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03088,-0.58211,10068797,2127790093377453696,3693,129,42.064,0.073,0.073,0.417,0.011,0.011,0.004,0,0,50.96,9.29,-12.78,0.479,0.059,-0.11
10091786,2MASS J19503771+4705359,3526,52.0,-52.0,4.93,0.049,-0.036000000000000004,-0.3,0.1,-0.1,0.335,0.044000000000000004,-0.044000000000000004,0.514,0.015,-0.015,13.29,3.727,-2.017,DSEP,15.998,0.5049,0.8107,-0.6944,0.1969,272.945,2.627,-2.584,0,0,0,,q1_q17_dr25_stellar,2017-03-23,297.65714,47.093311,11111101110111011,PHO2,PHO2,PHO2,13.599,0.025,12.944,0.021,12.7,0.026,0.695,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,512.623,465.34,444.534,419.185,404.439,375.346,364.594,347.657,329.765,315.8640000000001,305.025,297.112,295.295,284.3540000000001,0.079,0.015,-0.015,0.695,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.21261,-0.50446,10091786,2086323455447879680,3527,123,272.945,2.627,2.584,0.514,0.015,0.015,0.095,0,0,161.39,20.43,-22.47,0.329,0.033,-0.04
10082611,2MASS J19385272+4703022,3805,53.0,-53.0,4.7330000000000005,0.032,-0.017,-0.1,0.1,-0.1,0.519,0.027000000000000003,-0.024,0.578,0.016,-0.016,5.426,0.8008,-0.4185,DSEP,15.107,0.5498,0.5683,-0.4135,0.1158,235.688,1.655,-1.636,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.71967,47.050629,11111111111111111,PHO2,PHO2,PHO2,12.835,0.02,12.199000000000002,0.018000000000000002,12.025,0.016,0.8734,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,225.373,197.063,182.595,167.62,158.136,142.487,136.095,127.036,117.224,109.929,105.196,101.595,100.455,94.602,0.105,0.008,-0.011,0.8734,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.30175,-0.69585,10082611,2128529136990786944,3804,133,235.688,1.655,1.636,0.578,0.016,0.016,0.052,0,0,197.69,11.78,-14.72,0.513,0.023,-0.03
10099790,2MASS J19594708+4703260,3628,43.0,-49.0,4.842,0.038,-0.028,-0.2,0.1,-0.1,0.42700000000000005,0.027999999999999997,-0.034,0.518,0.015,-0.015,8.708,1.5630000000000002,-1.1,DSEP,15.151,0.5313,0.7140000000000001,-0.5947,0.1699,193.127,1.192,-1.18,0,0,0,,q1_q17_dr25_stellar,2017-03-23,299.9462,47.05724,11111101110111011,PHO2,PHO2,PHO2,12.794,0.022,12.151,0.021,11.937,0.024,0.6976,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,345.858,305.487,285.652,264.928,251.851,229.643,220.1,203.644,187.808,178.113,172.47099999999998,167.98,167.31,160.025,0.068,0.008,-0.01,0.6976,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.22366,-0.62965,10099790,2085437970633448960,3627,127,193.127,1.192,1.18,0.518,0.015,0.015,0.082,0,0,145.53,11.92,-13.41,0.41,0.026,-0.032
10118339,2MASS J18425332+4708414,3522,63.0,-78.0,4.848,0.055,-0.035,0.0,0.1,-0.1,0.41100000000000003,0.047,-0.057,0.475,0.013,-0.013,9.054,2.694,-1.4409999999999998,DSEP,15.173,0.4563,0.6713,-0.3574,0.0487,159.8,0.92,-0.912,0,0,0,,q1_q17_dr25_stellar,2017-03-23,280.7222,47.144852,11111111111111111,PHO2,PHO2,PHO2,12.661,0.021,12.046,0.02,11.816,0.015,0.8737,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,320.964,284.1740000000001,265.895,246.191,234.856,213.145,204.74,192.374,178.03099999999995,166.456,159.232,153.403,151.933,144.096,0.056,0.011,-0.014,0.8737,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.30047,-0.63368,10118339,2119405934959090688,3522,123,159.8,0.92,0.912,0.475,0.013,0.013,0.037,0,0,129.05,16.02,-20.03,0.4,0.04,-0.054000000000000006
10093963,2MASS J19530935+4701044,3692,51.0,-58.0,4.796,0.033,-0.03,-0.1,0.1,-0.1,0.484,0.024,-0.034,0.518,0.015,-0.015,6.972,1.138,-0.7468,DSEP,15.595999999999998,0.5037,0.6899,-0.514,0.1368,235.405,1.762,-1.741,0,0,0,,q1_q17_dr25_stellar,2017-03-23,298.28897,47.01791,11111101110111011,PHO2,PHO2,PHO2,13.232,0.022,12.616,0.019,12.380999999999998,0.023,0.6977,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,418.687,373.908,354.1690000000001,331.222,315.269,287.093,274.394,258.403,241.875,228.254,219.255,212.415,210.061,202.016,0.11,0.011,-0.012,0.6977,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25904,-0.59626,10093963,2085577471170232960,3691,129,235.405,1.762,1.741,0.518,0.015,0.015,0.108,0,0,204.32,16.26,-18.3,0.461,0.029,-0.032
10124435,2MASS J18571849+4709198,3719,44.0,-50.0,4.812,0.039,-0.025,-0.3,0.1,-0.1,0.44799999999999995,0.027000000000000003,-0.027000000000000003,0.629,0.019,-0.019,7.6720000000000015,1.381,-0.8014,DSEP,15.941,0.6099,0.6842,-0.7111,0.2394,393.646,6.025,-5.861,0,0,0,,q1_q17_dr25_stellar,2017-03-23,284.32706,47.155521,11111111111111111,PHO2,PHO2,PHO2,13.624,0.026,13.011,0.027000000000000003,12.828,0.03,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,458.982,412.32,390.153,363.744,347.5540000000001,319.454,307.487,293.4190000000001,283.046,267.85400000000004,256.011,245.72,243.169,233.653,0.125,0.01,-0.013,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28202,-0.58386,10124435,2107399444080905728,3720,130,393.646,6.025,5.861,0.629,0.019,0.019,0.078,0,0,231.38,15.96,-20.53,0.435,0.027000000000000003,-0.03
10119326,2MASS J18452654+4707199,3496,62.0,-69.0,4.979,0.049,-0.066,-0.3,0.1,-0.1,0.309,0.051,-0.063,0.533,0.015,-0.015,16.41,4.879,-4.127,DSEP,15.334,0.4876,0.8392,-0.7076,0.1976,212.715,1.193,-1.183,0,0,0,,q1_q17_dr25_stellar,2017-03-23,281.3606,47.122211,11111111111111111,PHO2,PHO2,PHO2,12.933,0.022,12.27,0.022,12.039,0.011,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,338.657,303.245,286.581,268.527,257.015,235.902,227.584,214.172,199.693,187.496,179.203,173.25799999999995,171.625,164.997,0.041,0.015,-0.013,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.27563000000000004,-0.56987,10119326,2119218747401350272,3496,122,212.715,1.193,1.183,0.533,0.015,0.015,0.082,0,0,106.91,19.74,-17.77,0.298,0.052000000000000005,-0.043
10124585,2MASS J18573444+4710265,3634,90.0,-99.0,4.795,0.055,-0.04,0.0,0.1,-0.1,0.47600000000000003,0.043,-0.057,0.52,0.015,-0.015,6.999,2.095,-1.121,DSEP,15.157,0.4934,0.6278,-0.3717,0.0689,195.209,1.393,-1.377,0,0,0,,q1_q17_dr25_stellar,2017-03-23,284.39352,47.17403,11111111111111111,PHO2,PHO2,PHO2,12.777,0.023,12.153,0.021,11.973,0.018000000000000002,0.8734,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,237.378,206.569,190.78,175.03599999999997,165.38299999999995,149.03799999999995,142.04,131.18200000000002,119.215,110.651,104.025,98.007,96.434,88.51799999999999,0.08,0.012,-0.017,0.8734,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.42703,-0.6947,10124585,2107398069691391488,3634,127,195.209,1.393,1.377,0.52,0.015,0.015,0.049,0,0,162.33,19.03,-23.79,0.458,0.039,-0.054000000000000006
10020291,2MASS J19410123+4658110,3673,132.0,-132.0,4.691,0.08,-0.02,0.56,0.05,-0.3,0.561,0.04,-0.069,0.422,0.012,-0.012,4.498,1.756,-0.4685,DSEP,15.032,0.6229,-0.2111,0.625,-0.1894,116.082,0.617,-0.612,0,0,0,,q1_q17_dr25_stellar,2017-03-23,295.25513,46.969742,11111111111111111,KIC0,KIC0,KIC0,12.338,0.025,11.757,0.023,11.542,0.019,0.8733,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,252.39,226.465,215.155,201.753,193.553,179.52200000000005,173.38099999999997,164.78799999999995,154.153,147.35299999999995,142.722,138.42,137.67600000000002,133.966,0.086,0.012,-0.024,0.8733,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.20556,-0.53696,10020291,2080508344607038336,3440,120,116.082,0.617,0.612,0.422,0.012,0.012,0.047,0,0,169.88,17.26,-34.52,0.56,0.032,-0.081
10128261,2MASS J19045491+4712000,3756,85.0,-94.0,4.753,0.058,-0.031,-0.1,0.2,-0.2,0.503,0.042,-0.051,0.651,0.019,-0.019,5.896,1.716,-0.8586,DSEP,15.877,0.5264,0.6538,-0.5062,0.1433,394.185,5.55,-5.413,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.2288200000001,47.200001,11111111111111111,PHO2,PHO2,PHO2,13.653,0.026,12.937,0.023,12.743,0.024,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,374.911,327.377,303.58,278.805,262.82,236.867,226.376,211.825,195.597,183.826,176.94799999999995,171.52200000000005,170.245,163.316,0.151,0.018000000000000002,-0.022,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25617,-0.69424,10128261,2130700672453183360,3757,131,394.185,5.55,5.413,0.651,0.019,0.019,0.08,0,0,270.8,30.64,-37.45,0.494,0.039,-0.054000000000000006
10027247,2MASS J19495680+4659481,3576,71.0,-85.0,4.791,0.055,-0.035,0.16,0.15,-0.15,0.48200000000000004,0.040999999999999995,-0.062,0.569,0.017,-0.017,6.858,2.242,-0.9676,DSEP,15.474,0.517,0.36200000000000004,0.040999999999999995,-0.0941,265.483,3.333,-3.26,1,1,1,010/010027/010027247/dv/kplr010027247-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,297.48669,46.996712,11111101110111011,SPE60,SPE60,SPE60,13.228,0.025,12.573,0.022,12.374,0.023,0.6975,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,317.033,281.192,264.172,245.308,233.015,212.095,204.306,192.311,181.615,172.842,168.127,165.572,165.275,164.55599999999995,0.106,0.016,-0.023,0.6889,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.14442,-0.62712,10027247,2086316205543022336,3577,72,265.483,3.333,3.26,0.569,0.017,0.017,0.07,0,0,198.44,22.58,-28.23,0.463,0.034,-0.058
10027323,2MASS J19500236+4657405,3883,69.0,-93.0,4.762,0.04,-0.036000000000000004,-0.28,0.15,-0.15,0.518,0.028999999999999998,-0.044000000000000004,0.748,0.033,-0.031,5.992000000000001,1.248,-0.8588,DSEP,15.157,0.6832,0.4212,-0.4264,0.151,544.362,5.837,-5.73,2,2,2,010/010027/010027323/dv/kplr010027323-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,297.50986,46.961262,11111101110111011,SPE5,SPE5,SPE5,13.504,0.027000000000000003,12.931,0.027000000000000003,12.852,0.028,0.6976,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,258.087,226.536,210.702,193.856,182.926,165.76,158.726,148.216,136.28,126.88,120.389,115.813,114.589,108.153,0.152,0.018000000000000002,-0.02,0.6508,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.32949,-0.67876,10027323,2086315415269037696,4786,96,544.362,5.837,5.73,0.748,0.033,0.031,0.172,0,0,264.19,26.79,-26.79,0.496,0.036000000000000004,-0.044
10095901,2MASS J19551746+4703065,3801,85.0,-95.0,4.752,0.048,-0.028,-0.2,0.1,-0.1,0.499,0.032,-0.036000000000000004,0.604,0.017,-0.017,5.898,1.261,-0.7148,DSEP,15.261,0.5777,0.6024,-0.5357,0.1785,275.435,2.064,-2.039,0,0,0,,q1_q17_dr25_stellar,2017-03-23,298.82278,47.05183,11111101110111011,PHO2,PHO2,PHO2,13.072,0.027000000000000003,12.379,0.031,12.216,0.018000000000000002,0.6978,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,324.151,285.319,264.946,244.453,231.461,209.766,200.8,187.374,172.768,161.375,152.941,146.19299999999996,144.717,135.406,0.114,0.014,-0.016,0.6978,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.34822,-0.66855,10095901,2085566819651566848,3799,133,275.435,2.064,2.039,0.604,0.017,0.017,0.221,0,0,210.18,20.89,-22.97,0.4920000000000001,0.031,-0.044
10121004,2MASS J18494881+4711582,3619,65.0,-72.0,4.8260000000000005,0.045,-0.036000000000000004,-0.1,0.1,-0.1,0.447,0.032,-0.049,0.606,0.017,-0.017,8.062000000000001,1.932,-1.166,DSEP,15.059,0.4794,0.7089,-0.488,0.1159,232.842,1.566,-1.549,0,0,0,,q1_q17_dr25_stellar,2017-03-23,282.4534,47.199509,11111111111111111,PHO2,PHO2,PHO2,12.679,0.027000000000000003,12.02,0.023,11.845,0.018000000000000002,0.8734,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,289.886,261.94,250.286,235.377,227.67,211.999,206.006,197.38,186.697,179.144,173.15099999999995,170.42700000000005,170.229,169.81799999999996,0.067,0.01,-0.014,0.8734,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.14400000000000002,-0.49632,10121004,2119545714671373056,3618,127,232.842,1.566,1.549,0.606,0.017,0.017,0.059,0,0,143.81,14.22,-17.78,0.4270000000000001,0.034,-0.046
10004407,2MASS J19144573+4654501,3295,52.0,-46.0,5.063,0.06,-0.055,-0.1,0.1,-0.1,0.195,0.046,-0.038,0.336,0.009,-0.009,27.65,10.11,-7.411,DSEP,15.599,0.4356,0.8188,-0.574,0.132,112.773,0.445,-0.442,0,0,0,,q1_q17_dr25_stellar,2017-03-23,288.6905799999999,46.913929,11111111111111111,PHO2,PHO2,PHO2,12.892,0.023,12.319,0.022,12.047,0.017,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,305.496,266.115,245.844,225.419,211.915,189.699,180.317,166.44,151.804,140.894,132.576,125.527,123.842,114.406,0.014,0.011,-0.009000000000000001,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40524,-0.71772,10004407,2130776847993687808,3296,115,112.773,0.445,0.442,0.336,0.009,0.009,0.015,0,0,70.03,15.25,-12.71,0.215,0.042,-0.034
10081899,2MASS J19375149+4702435,3439,41.0,-41.0,4.939,0.044,-0.036000000000000004,-0.1,0.1,-0.1,0.32,0.038,-0.042,0.496,0.014,-0.014,14.06,3.385,-2.276,DSEP,15.279000000000002,0.4416,0.7879,-0.5312,0.1158,178.886,1.266,-1.251,0,1,2,010/010081/010081899/dv/kplr010081899-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,294.4645700000001,47.045441,11111111111111111,PHO2,PHO2,PHO2,12.72,0.024,12.183,0.021,11.916,0.019,0.8662,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,296.571,268.98,256.43,241.11900000000003,231.859,214.807,207.731,197.596,187.165,179.968,174.108,169.47400000000005,168.775,164.637,0.037000000000000005,0.008,-0.009000000000000001,0.8604,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.18922,-0.5262899999999999,10081899,2128538620278447232,3440,120,178.886,1.266,1.251,0.496,0.014,0.014,0.075,0,0,101.7,11.94,-11.94,0.318,0.03,-0.037000000000000005
10096977,2MASS J19562516+4704086,3553,80.0,-89.0,4.9060000000000015,0.07,-0.063,-0.2,0.15,-0.2,0.379,0.055,-0.08199999999999999,0.719,0.021,-0.021,11.63,4.945,-2.926,DSEP,15.845999999999998,0.5103,0.7363,-0.5806,0.1542,412.716,6.61,-6.422,0,0,1,010/010096/010096977/dv/kplr010096977-20160209194854_dvr.pdf,q1_q17_dr25_stellar,2017-03-23,299.1048600000001,47.069069,11111101110111011,PHO2,PHO2,PHO2,13.415,0.032,12.683,0.029,12.505999999999998,0.022,0.6937,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,648.4069999999998,600.934,586.163,564.953,556.803,540.5790000000002,534.295,529.76,530.9830000000002,537.297,550.289,566.665,573.827,608.198,0.081,0.023,-0.023,0.6923,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19314,-0.27124000000000004,10096977,2085614304807415936,3552,124,412.716,6.61,6.422,0.719,0.021,0.021,0.426,0,0,163.62,29.29,-32.55,0.358,0.06,-0.06
10129425,2MASS J19071569+4711176,3899,78.0,-85.0,4.763,0.04,-0.04,-0.32,0.15,-0.15,0.516,0.033,-0.040999999999999995,0.617,0.017,-0.017,6.037000000000001,1.221,-0.922,DSEP,12.457,0.7057,0.3919,-0.4263,0.1584,86.469,0.153,-0.153,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.8154,47.18824,11111111111111111,SPE14,PHO54,SPE15,10.380999999999998,0.021,9.754,0.017,9.594,0.012,0.8731,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,56.631,50.988,48.431,45.507,43.909,41.382,40.38800000000001,39.136,38.114,37.678,37.599,37.946,38.082,39.32,0.01,0.004,-0.005,0.8731,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03947,-0.49121,10129425,2130654458605254912,3900,78,86.469,0.153,0.153,0.617,0.017,0.017,0.013,0,0,63.97,6.55,-6.55,0.494,0.036000000000000004,-0.04
10064337,2MASS J19074855+4700280,3882,122.0,-163.0,4.759,0.112,-0.048,-0.4,0.3,-0.35,0.489,0.06,-0.09,0.324,0.009,-0.009,6.105,3.894,-1.158,DSEP,15.82,0.7331,0.4216,-0.5345,0.2092,96.52,0.411,-0.409,0,0,0,,q1_q17_dr25_stellar,2017-03-23,286.9522100000001,47.007729,11111111111111111,PHO54,PHO54,PHO54,12.499,0.022,11.970999999999998,0.019,11.765999999999998,0.015,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,233.336,202.593,186.474,170.52200000000005,160.46200000000005,143.64700000000005,136.78,126.301,114.747,106.211,99.434,94.186,92.794,85.109,0.08,0.02,-0.028,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.42655,-0.7240800000000001,10064337,2130639099802177152,3881,136,96.52,0.411,0.409,0.324,0.009,0.009,0.032,0,0,163.03,29.19,-40.14,0.483,0.061,-0.099
10082058,2MASS J19380642+4700245,3756,50.0,-50.0,4.753,0.032,-0.02,-0.1,0.1,-0.1,0.503,0.024,-0.027000000000000003,0.586,0.017,-0.017,5.896,0.8718,-0.5177,DSEP,15.682,0.5264,0.6538,-0.5062,0.1433,296.553,3.05,-2.997,0,0,0,,q1_q17_dr25_stellar,2017-03-23,294.52676,47.006821,11111111111111111,PHO2,PHO2,PHO2,13.345,0.022,12.679,0.018000000000000002,12.482,0.021,0.8736,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,320.83,281.878,262.207,241.225,227.643,204.814,195.527,182.317,168.132,158.265,150.96200000000005,144.629,143.2,136.09,0.132,0.01,-0.013,0.8736,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.30633,-0.69045,10082058,2128535527902006016,3757,131,296.553,3.05,2.997,0.586,0.017,0.017,0.081,0,0,235.57,15.52,-17.25,0.494,0.022,-0.031
10200187,2MASS J19141835+4716418,3625,43.0,-48.0,4.789,0.036000000000000004,-0.021,0.0,0.1,-0.1,0.467,0.028999999999999998,-0.028999999999999998,0.485,0.014,-0.014,6.9289999999999985,1.142,-0.6415,DSEP,15.882,0.4918,0.6241,-0.3609,0.0636,240.671,2.712,-2.66,0,0,0,,q1_q17_dr25_stellar,2017-03-23,288.57651,47.278301,11111111111111111,PHO2,PHO2,PHO2,13.44,0.026,12.889,0.022,12.644,0.023,0.8739,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,401.5630000000001,348.07199999999995,321.107,293.6140000000001,275.97,245.988,233.326,215.028,193.568,178.46900000000005,167.47400000000005,158.173,155.637,145.11,0.118,0.01,-0.012,0.8739,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.41695,-0.72901,10200187,2130808699471478400,3620,127,240.671,2.712,2.66,0.485,0.014,0.014,0.047,0,0,217.81,14.99,-19.27,0.456,0.024,-0.032
10130595,2MASS J19093645+4708074,3677,49.0,-49.0,4.787,0.039,-0.021,-0.1,0.1,-0.1,0.47100000000000003,0.028999999999999998,-0.028999999999999998,0.544,0.015,-0.015,6.846,1.12,-0.7141,DSEP,15.005,0.4992,0.6842,-0.4931,0.1264,191.742,1.274,-1.261,0,0,0,,q1_q17_dr25_stellar,2017-03-23,287.40189,47.13541,11111111111111111,PHO2,PHO2,PHO2,12.622,0.021,11.976,0.022,11.776,0.017,0.8735,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,232.749,209.508,198.859,186.602,178.757,166.36,161.141,152.95,144.342,138.80700000000002,134.833,131.496,130.678,126.121,0.07400000000000001,0.008,-0.009000000000000001,0.8735,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.19287,-0.5361199999999999,10130595,2130480186013015552,3678,129,191.742,1.274,1.261,0.544,0.015,0.015,0.034,0,0,153.73,10.8,-13.88,0.459,0.025,-0.033
10130646,2MASS J19094308+4707393,3658,73.0,-82.0,4.859,0.066,-0.055,-0.3,0.2,-0.2,0.42,0.051,-0.068,0.488,0.013,-0.013,9.34,3.2880000000000003,-2.0380000000000003,DSEP,13.974,0.5844,0.7223,-0.7165,0.2307,105.943,0.265,-0.264,0,1,0,,q1_q17_dr25_stellar,2017-03-23,287.42953,47.127609,11111111111111111,PHO2,PHO2,PHO2,11.613,0.021,11.038,0.022,10.8,0.014,0.8732,1458.931,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,125.912,112.018,105.556,98.417,93.922,85.898,82.833,77.711,73.551,70.211,67.896,66.21,65.678,63.574,0.024,0.009000000000000001,-0.01,0.8732,1458.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.20947,-0.59578,10130646,2130479945494851968,3659,128,105.943,0.265,0.264,0.488,0.013,0.013,0.017,0,0,83.12,12.92,-14.21,0.399,0.048,-0.058
